"NCR_PD_BAND_ID","NCR_PD_BAND_KEY_VAL","NCR_EXPSR_CL_KEY_VAL","PD_MIN_VAL","PD_MAX_VAL","PD_MIN_VAL_DESC","PD_MAX_VAL_DESC","PD_BAND_EXPSR_CL_DESC","NCR_PD_BAND_DESC","FRS_CD","PD_BAND","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
17238,"1419","0511",,,,,Residential Mortgage - Other Insured,PD Band 19,"19","19","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17242,"1420","0501",,,,,Mortgage and HELOC,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17539,"1420","0504",0.87380000,0.96410000,"87.38%","96.41%",Total QRRE,PD Band 20,"20","20","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17615,"1420","0599",0.17640000,0.19840000,"17.64%","19.84%",No Exposure Class,PD Band 20,"20","20","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17439,"1421","0503",0.99950000,0.99950000,"99.95%","99.95%",HELOC,PD Band 21,"21","21","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17256,"1421","0503",0.99950000,0.99950000,"99.9500%","99.9500%",HELOC,PD Band 21,"21","21","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17542,"1421","0599",0.28210000,0.37570000,"28.21%","37.57%",No Exposure Class,PD Band 21,"21","21","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17620,"1422","0599",0.24000000,0.36520000,"24.00%","36.52%",No Exposure Class,PD Band 22,"22","22","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17452,"1423","0599",0.75640000,0.86420000,"75.64%","86.42%",No Exposure Class,PD Band 23,"23","23","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17625,"1425","0507",0.46370000,0.99990000,"46.37%","99.99%",Other Retail,PD Band 25,"25","25","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17315,"1426","0502",1.00000000,1.00000000,"100.0000%","100.0000%",Mortgage,Defaulted - 100%,"26","26","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17005,"1400","0504",-1.00000000,-1.00000000,,,Total QRRE,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17011,"1400","0512",,,,,Residential Mortgage - Non-Insured,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17342,"1401","0599",0.00050000,0.00050000,"0.05%","0.05%",No Exposure Class,PD Band 1,"1","1","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17026,"1402","0501",,,,,Mortgage and HELOC,PD Band 2,"2","2","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17349,"1403","0503",0.00160000,0.00710000,"0.16%","0.71%",HELOC,PD Band 3,"3","3","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17056,"1404","0507",0.00330000,0.00840000,"0.3300%","0.8400%",Other Retail,PD Band 4,"4","4","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17482,"1405","0503",0.11880000,0.99790000,"11.88%","99.79%",HELOC,PD Band 5,"5","5","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17070,"1405","0511",,,,,Residential Mortgage - Other Insured,PD Band 5,"5","5","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17076,"1406","0503",0.10460000,0.27130000,"10.4600%","27.1300%",HELOC,PD Band 6,"6","6","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17078,"1406","0505",,,,,Credit Card,PD Band 6,"6","6","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17080,"1406","0507",0.00930000,0.01120000,"0.9300%","1.1200%",Other Retail,PD Band 6,"6","6","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17082,"1406","0511",,,,,Residential Mortgage - Other Insured,PD Band 6,"6","6","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17490,"1406","0599",0.00250000,0.00460000,"0.25%","0.46%",No Exposure Class,PD Band 6,"6","6","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17367,"1406","0599",0.00350000,0.00640000,"0.35%","0.64%",No Exposure Class,PD Band 6,"6","6","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17370,"1407","0504",0.02360000,0.02710000,"2.36%","2.71%",Total QRRE,PD Band 7,"7","7","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17096,"1407","0599",0.00930000,0.01120000,"0.9300%","1.1200%",No Exposure Class,PD Band 7,"7","7","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17109,"1409","0500",,,,,Total Retail,PD Band 9,"9","9","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17502,"1409","0503",0.99830000,0.99830000,"99.83%","99.83%",HELOC,PD Band 9,"9","9","202412","999912",Y,2025-01-06-13.57.00.000000,2025-01-06-13.57.00.000000
17115,"1409","0506",,,,,LOC,PD Band 9,"9","9","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17504,"1409","0507",0.03850000,0.04330000,"3.85%","4.33%",Other Retail,PD Band 9,"9","9","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17581,"1409","0599",0.00760000,0.00980000,"0.76%","0.98%",No Exposure Class,PD Band 9,"9","9","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17121,"1410","0500",,,,,Total Retail,PD Band 10,"10","10","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17582,"1410","0502",0.20350000,0.99840000,"20.35%","99.84%",Mortgage,PD Band 10,"10","10","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17123,"1410","0502",0.08490000,0.11910000,"8.4900%","11.9100%",Mortgage,PD Band 10,"10","10","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17588,"1411","0599",0.01310000,0.01560000,"1.31%","1.56%",No Exposure Class,PD Band 11,"11","11","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17516,"1412","0507",0.08450000,0.17850000,"8.45%","17.85%",Other Retail,PD Band 12,"12","12","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17152,"1412","0507",0.08800000,0.14160000,"8.8000%","14.1600%",Other Retail,PD Band 12,"12","12","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17156,"1412","0599",0.05710000,0.07920000,"5.7100%","7.9200%",No Exposure Class,PD Band 12,"12","12","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17158,"1413","0501",,,,,Mortgage and HELOC,PD Band 13,"13","13","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17592,"1413","0504",0.07680000,0.13250000,"7.68%","13.25%",Total QRRE,PD Band 13,"13","13","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17162,"1413","0505",,,,,Credit Card,PD Band 13,"13","13","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17164,"1413","0507",0.14170000,0.19430000,"14.1700%","19.4300%",Other Retail,PD Band 13,"13","13","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17401,"1413","0507",0.17500000,0.18030000,"17.50%","18.03%",Other Retail,PD Band 13,"13","13","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17169,"1414","0500",,,,,Total Retail,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17595,"1414","0504",0.13260000,0.17650000,"13.26%","17.65%",Total QRRE,PD Band 14,"14","14","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17174,"1414","0505",,,,,Credit Card,PD Band 14,"14","14","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17407,"1414","0599",0.07920000,0.09900000,"7.92%","9.90%",No Exposure Class,PD Band 14,"14","14","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17598,"1415","0504",0.17660000,0.23990000,"17.66%","23.99%",Total QRRE,PD Band 15,"15","15","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17185,"1415","0504",0.28190000,0.48930000,"28.1900%","48.9300%",Total QRRE,PD Band 15,"15","15","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17188,"1415","0507",0.20170000,0.38330000,"20.1700%","38.3300%",Other Retail,PD Band 15,"15","15","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17192,"1415","0599",0.12220000,0.14160000,"12.2200%","14.1600%",No Exposure Class,PD Band 15,"15","15","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17413,"1416","0502",0.99900000,0.99900000,"99.90%","99.90%",Mortgage,PD Band 16,"16","16","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17207,"1417","0502",0.99910000,0.99910000,"99.9100%","99.9100%",Mortgage,PD Band 17,"17","17","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17209,"1417","0504",0.60750000,0.80200000,"60.7500%","80.2000%",Total QRRE,PD Band 17,"17","17","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17605,"1417","0507",0.06030000,0.07500000,"6.03%","7.50%",Other Retail,PD Band 17,"17","17","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17423,"1418","0502",0.99920000,0.99920000,"99.92%","99.92%",Mortgage,PD Band 18,"18","18","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17220,"1418","0503",0.99920000,0.99920000,"99.9200%","99.9200%",HELOC,PD Band 18,"18","18","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17222,"1418","0505",,,,,Credit Card,PD Band 18,"18","18","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17428,"1419","0502",0.99930000,0.99930000,"99.93%","99.93%",Mortgage,PD Band 19,"19","19","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17430,"1419","0504",0.86430000,0.95890000,"86.43%","95.89%",Total QRRE,PD Band 19,"19","19","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17612,"1419","0599",0.11630000,0.17630000,"11.63%","17.63%",No Exposure Class,PD Band 19,"19","19","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17244,"1420","0503",0.99940000,0.99940000,"99.9400%","99.9400%",HELOC,PD Band 20,"20","20","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17246,"1420","0505",,,,,Credit Card,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17250,"1420","0511",,,,,Residential Mortgage - Other Insured,PD Band 20,"20","20","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17616,"1421","0504",0.95600000,0.99950000,"95.60%","99.95%",Total QRRE,PD Band 21,"21","21","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17001,"1400","0500",,,,,Total Retail,Total PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17339,"1401","0503",0.00050000,0.00050000,"0.05%","0.05%",HELOC,PD Band 1,"1","1","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17344,"1402","0503",0.00060000,0.00150000,"0.06%","0.15%",HELOC,PD Band 2,"2","2","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17348,"1403","0502",0.00100000,0.00190000,"0.10%","0.19%",Mortgage,PD Band 3,"3","3","202401","202512",N,2024-01-29-13.42.00.000000,2026-01-08-09.59.00.000000
17045,"1403","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 3,"3","3","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17475,"1403","0599",0.00090000,0.00090000,"0.09%","0.09%",No Exposure Class,PD Band 3,"3","3","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17476,"1404","0502",0.00200000,0.00460000,"0.20%","0.46%",Mortgage,PD Band 4,"4","4","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17051,"1404","0502",0.00200000,0.00440000,"0.2000%","0.4400%",Mortgage,PD Band 4,"4","4","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17059,"1404","0512",,,,,Residential Mortgage - Non-Insured,PD Band 4,"4","4","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17061,"1405","0500",,,,,Total Retail,PD Band 5,"5","5","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17065,"1405","0504",0.00700000,0.01220000,"0.7000%","1.2200%",Total QRRE,PD Band 5,"5","5","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17067,"1405","0506",,,,,LOC,PD Band 5,"5","5","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17564,"1405","0507",0.00300000,0.00610000,"0.30%","0.61%",Other Retail,PD Band 5,"5","5","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17486,"1406","0502",0.00720000,0.01900000,"0.72%","1.90%",Mortgage,PD Band 6,"6","6","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17075,"1406","0502",0.00690000,0.01690000,"0.6900%","1.6900%",Mortgage,PD Band 6,"6","6","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17079,"1406","0506",,,,,LOC,PD Band 6,"6","6","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17081,"1406","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 6,"6","6","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17091,"1407","0506",,,,,LOC,PD Band 7,"7","7","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17573,"1407","0599",0.00570000,0.00670000,"0.57%","0.67%",No Exposure Class,PD Band 7,"7","7","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17373,"1408","0502",0.02380000,0.08710000,"2.38%","8.71%",Mortgage,PD Band 8,"8","8","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17378,"1409","0502",0.08720000,0.10010000,"8.72%","10.01%",Mortgage,PD Band 9,"9","9","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17112,"1409","0503",0.74570000,0.99830000,"74.5700%","99.8300%",HELOC,PD Band 9,"9","9","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17585,"1410","0599",0.00990000,0.01300000,"0.99%","1.30%",No Exposure Class,PD Band 10,"10","10","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17139,"1411","0506",,,,,LOC,PD Band 11,"11","11","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17590,"1412","0507",0.01670000,0.02660000,"1.67%","2.66%",Other Retail,PD Band 12,"12","12","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17517,"1412","0599",0.01910000,0.02410000,"1.91%","2.41%",No Exposure Class,PD Band 12,"12","12","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17159,"1413","0502",0.52970000,0.99870000,"52.9700%","99.8700%",Mortgage,PD Band 13,"13","13","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17405,"1414","0504",0.27660000,0.28980000,"27.66%","28.98%",Total QRRE,PD Band 14,"14","14","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17408,"1415","0502",0.99890000,0.99890000,"99.89%","99.89%",Mortgage,PD Band 15,"15","15","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17194,"1416","0501",,,,,Mortgage and HELOC,PD Band 16,"16","16","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17216,"1417","0599",0.14390000,0.19430000,"14.3900%","19.4300%",No Exposure Class,PD Band 17,"17","17","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17223,"1418","0506",,,,,LOC,PD Band 18,"18","18","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17535,"1418","0507",0.51610000,0.99920000,"51.61%","99.92%",Other Retail,PD Band 18,"18","18","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17611,"1419","0507",0.08050000,0.17630000,"8.05%","17.63%",Other Retail,PD Band 19,"19","19","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17433,"1420","0502",0.99940000,0.99940000,"99.94%","99.94%",Mortgage,PD Band 20,"20","20","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17245,"1420","0504",0.94730000,0.94730000,"94.7300%","94.7300%",Total QRRE,PD Band 20,"20","20","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17540,"1420","0599",0.22050000,0.28200000,"22.05%","28.20%",No Exposure Class,PD Band 20,"20","20","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17437,"1420","0599",0.37140000,0.51090000,"37.14%","51.09%",No Exposure Class,PD Band 20,"20","20","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17440,"1421","0504",0.99950000,0.99950000,"99.95%","99.95%",Total QRRE,PD Band 21,"21","21","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17444,"1422","0503",0.99960000,0.99960000,"99.96%","99.96%",HELOC,PD Band 22,"22","22","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17619,"1422","0507",0.21510000,0.27580000,"21.51%","27.58%",Other Retail,PD Band 22,"22","22","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17273,"1422","0510",,,,,Residential Mortgage - CMHC Insured,PD Band 22,"22","22","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17278,"1423","0501",,,,,Mortgage and HELOC,PD Band 23,"23","23","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17622,"1423","0599",0.36530000,0.46360000,"36.53%","46.36%",No Exposure Class,PD Band 23,"23","23","202601","999912",Y,2026-01-08-09.59.00.000000,2026-01-08-09.59.00.000000
17292,"1424","0503",0.99980000,0.99980000,"99.9800%","99.9800%",HELOC,PD Band 24,"24","24","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17296,"1424","0507",0.99980000,0.99980000,"99.9800%","99.9800%",Other Retail,PD Band 24,"24","24","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17299,"1424","0512",,,,,Residential Mortgage - Non-Insured,PD Band 24,"24","24","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17460,"1425","0504",0.99990000,0.99990000,"99.99%","99.99%",Total QRRE,PD Band 25,"25","25","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17462,"1425","0599",0.95900000,0.99990000,"95.90%","99.99%",No Exposure Class,PD Band 25,"25","25","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17316,"1426","0503",1.00000000,1.00000000,"100.0000%","100.0000%",HELOC,Defaulted - 100%,"26","26","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17467,"1426","0599",1.00000000,1.00000000,"100.00%","100.00%",No Exposure Class,Defaulted - 100%,"26","26","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17330,"1499","0504",-2.00000000,-2.00000000,,,Total QRRE,No PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17332,"1499","0506",,,,,LOC,No PD Band,,,"200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17338,"1401","0502",0.00050000,0.00050000,"0.05%","0.05%",Mortgage,PD Band 1,"1","1","202401","999912",Y,2024-01-29-13.42.00.000000,2024-01-29-13.42.00.000000
17468,"1402","0503",0.00060000,0.00140000,"0.06%","0.14%",HELOC,PD Band 2,"2","2","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
17345,"1402","0504",0.00110000,0.00430000,"0.11%","0.43%",Total QRRE,PD Band 2,"2","2","202401","202411",N,2024-01-29-13.42.00.000000,2024-12-13-13.57.00.000000
17038,"1403","0501",,,,,Mortgage and HELOC,PD Band 3,"3","3","200010","999912",Y,2023-05-29-12.10.00.000000,2023-05-29-12.10.00.000000
17040,"1403","0503",0.00160000,0.00720000,"0.1600%","0.7200%",HELOC,PD Band 3,"3","3","200010","202312",N,2023-05-29-12.10.00.000000,2024-01-29-13.42.00.000000
17473,"1403","0504",0.00120000,0.00460000,"0.12%","0.46%",Total QRRE,PD Band 3,"3","3","202412","202512",N,2025-01-06-13.57.00.000000,2026-01-08-09.59.00.000000
